lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,1,0.6953674234653642,75.85666333682468,81.8792
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
st5,KiralyMSMApproximateClustering,12,0.1116888525292676,74.62184526618744,78.6325
