lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8292461192210443,84.48007803170381,65.3846
st5,KiralyMSMApproximateClustering,1,0.8376129314533745,82.11239011961145,65.7264
st5,KiralyMSMApproximateClustering,1,0.8376129314533745,82.11239011961145,65.7264
st5,KiralyMSMApproximateClustering,1,0.8376129314533745,82.11239011961145,65.7264
st5,KiralyMSMApproximateClustering,1,0.8376129314533745,82.11239011961145,65.7264
st5,KiralyMSMApproximateClustering,1,0.8376129314533745,82.11239011961145,65.7264
