lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
st5,KiralyMSMApproximateClustering,18,0.1739228646611409,85.8002126352098,94.4089
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
sminilm,KiralyMSMApproximateClustering,38,0.0954783063173358,84.49703685424466,92.311
