lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,100,0.6000000000000001,65.54894267139068,46.0523
st5,KiralyMSMApproximateClustering,91,0.7000000000000001,65.53234724940278,52.4846
st5,KiralyMSMApproximateClustering,40,0.7000000000000001,65.50066899712813,52.3044
st5,KiralyMSMApproximateClustering,95,0.7000000000000001,65.49876966638145,52.4705
st5,KiralyMSMApproximateClustering,100,0.55,65.49392646389917,46.0198
st5,KiralyMSMApproximateClustering,97,0.7000000000000001,65.48623847022027,52.4705
st5,KiralyMSMApproximateClustering,96,0.7000000000000001,65.48259108588609,52.4705
st5,KiralyMSMApproximateClustering,79,0.7000000000000001,65.47582134399231,52.4423
st5,KiralyMSMApproximateClustering,94,0.7000000000000001,65.46740980996063,52.4705
st5,KiralyMSMApproximateClustering,80,0.7000000000000001,65.46694924561328,52.4564
st5,KiralyMSMApproximateClustering,70,0.7000000000000001,65.4641364653894,52.3861
st5,KiralyMSMApproximateClustering,93,0.7000000000000001,65.46178671519,52.4705
st5,KiralyMSMApproximateClustering,92,0.7000000000000001,65.45959969891211,52.4705
st5,KiralyMSMApproximateClustering,77,0.7000000000000001,65.45912554418065,52.4142
st5,KiralyMSMApproximateClustering,28,0.7000000000000001,65.45729809554254,52.1786
st5,KiralyMSMApproximateClustering,96,0.5,65.45725084051753,46.0523
st5,KiralyMSMApproximateClustering,78,0.7000000000000001,65.45519077594176,52.4282
st5,KiralyMSMApproximateClustering,95,0.5,65.4547982346207,46.0415
st5,KiralyMSMApproximateClustering,81,0.7000000000000001,65.45048921232785,52.4705
st5,KiralyMSMApproximateClustering,39,0.7000000000000001,65.44686521644458,52.3044
