lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,5,0.7500000000000001,66.4414380112209,49.2424
st5,KiralyMSMApproximateClustering,12,0.7500000000000001,66.42633765732877,49.1958
st5,KiralyMSMApproximateClustering,63,0.7500000000000001,66.40059288533938,49.2191
st5,KiralyMSMApproximateClustering,61,0.7500000000000001,66.39563360294544,49.2191
st5,KiralyMSMApproximateClustering,9,0.7500000000000001,66.37138857573125,49.2424
st5,KiralyMSMApproximateClustering,4,0.7500000000000001,66.37111537477512,49.3605
st5,KiralyMSMApproximateClustering,87,0.7500000000000001,66.36957975466301,49.2191
st5,KiralyMSMApproximateClustering,67,0.7500000000000001,66.35787457087912,49.2191
st5,KiralyMSMApproximateClustering,79,0.7500000000000001,66.35582079881728,49.2191
st5,KiralyMSMApproximateClustering,8,0.7500000000000001,66.34328141277236,49.2658
st5,KiralyMSMApproximateClustering,62,0.7500000000000001,66.3413270087044,49.2191
st5,KiralyMSMApproximateClustering,50,0.7500000000000001,66.33971608102348,49.2191
st5,KiralyMSMApproximateClustering,9,0.7000000000000001,66.33029907054672,50.7584
st5,KiralyMSMApproximateClustering,65,0.7500000000000001,66.31869829596413,49.2191
st5,KiralyMSMApproximateClustering,55,0.7500000000000001,66.31061974055699,49.2191
st5,KiralyMSMApproximateClustering,14,0.7500000000000001,66.30916549559781,49.1726
st5,KiralyMSMApproximateClustering,80,0.7500000000000001,66.30767636258878,49.2191
st5,KiralyMSMApproximateClustering,56,0.7500000000000001,66.30491978835876,49.2191
st5,KiralyMSMApproximateClustering,8,0.7000000000000001,66.30396947778895,50.7209
st5,KiralyMSMApproximateClustering,61,0.7000000000000001,66.30332292548334,50.8019
