lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,KiralyMSMApproximateClustering,27,0.8787722113821267,74.62323178715411,91.6553
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
st5,UniqueMappingClustering,100,0.2207197781455495,73.50714589594773,92.0398
