lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,100,0.8160718062460619,74.22779556305214,98.3311
st5,KiralyMSMApproximateClustering,100,0.8160718062460619,74.22779556305214,98.3311
st5,KiralyMSMApproximateClustering,100,0.8160718062460619,74.22779556305214,98.3311
st5,KiralyMSMApproximateClustering,100,0.8160718062460619,74.22779556305214,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.8204570960414207,74.16522443531935,98.3311
st5,KiralyMSMApproximateClustering,100,0.25,71.3312983922234,98.1761
st5,UniqueMappingClustering,100,0.2095828156761162,71.28394799487535,97.1226
st5,UniqueMappingClustering,100,0.2095828156761162,71.28394799487535,97.1226
st5,UniqueMappingClustering,100,0.2095828156761162,71.28394799487535,97.1226
