lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,31,0.8147191103484894,86.23214353171281,42.342
st5,KiralyMSMApproximateClustering,37,0.8145174335521099,86.16280720653502,42.342
st5,KiralyMSMApproximateClustering,37,0.8145174335521099,86.16280720653502,42.342
st5,KiralyMSMApproximateClustering,37,0.8145174335521099,86.16280720653502,42.342
st5,KiralyMSMApproximateClustering,37,0.8145174335521099,86.16280720653502,42.342
st5,KiralyMSMApproximateClustering,37,0.8145174335521099,86.16280720653502,42.342
