lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,99,0.7500000000000001,61.11939096846806,98.1982
st5,KiralyMSMApproximateClustering,95,0.7500000000000001,61.11515198616474,98.1982
st5,KiralyMSMApproximateClustering,96,0.7500000000000001,61.11011151127339,98.1982
st5,KiralyMSMApproximateClustering,97,0.7500000000000001,61.04540492762785,98.1982
st5,KiralyMSMApproximateClustering,96,0.7000000000000001,61.03668558837105,98.1761
st5,KiralyMSMApproximateClustering,95,0.7000000000000001,61.022226217997655,98.1761
st5,KiralyMSMApproximateClustering,87,0.7500000000000001,60.9679705329528,98.1982
st5,KiralyMSMApproximateClustering,100,0.7500000000000001,60.96702961919386,98.1982
st5,KiralyMSMApproximateClustering,86,0.7500000000000001,60.96642042524595,98.1982
st5,KiralyMSMApproximateClustering,88,0.7000000000000001,60.940185417522294,98.1761
st5,KiralyMSMApproximateClustering,93,0.7500000000000001,60.939284648593635,98.1982
st5,KiralyMSMApproximateClustering,91,0.7500000000000001,60.93831733379226,98.1982
st5,KiralyMSMApproximateClustering,87,0.7000000000000001,60.92689391477705,98.1761
st5,KiralyMSMApproximateClustering,91,0.7000000000000001,60.92249266678054,98.1761
st5,KiralyMSMApproximateClustering,85,0.7500000000000001,60.914516742155904,98.1982
st5,KiralyMSMApproximateClustering,92,0.7500000000000001,60.90530647950839,98.1982
st5,KiralyMSMApproximateClustering,89,0.7000000000000001,60.8994189453621,98.1761
st5,KiralyMSMApproximateClustering,93,0.7000000000000001,60.89780383554303,98.1761
st5,KiralyMSMApproximateClustering,94,0.7500000000000001,60.89621970232561,98.1982
st5,KiralyMSMApproximateClustering,89,0.7500000000000001,60.89465801373404,98.1982
