lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.2720269468553171,81.11288260101145,78.4566
st5,KiralyMSMApproximateClustering,100,0.3027158820922296,81.103578830377,78.4566
st5,KiralyMSMApproximateClustering,100,0.3456940190573055,81.10014229713451,78.4566
