lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.6262659777294881,54.262809345436395,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
st5,KiralyMSMApproximateClustering,100,0.0700587711945674,54.227549943739085,94.3686
