lm,clustering,k,threshold,Predicted,True
sminilm,KiralyMSMApproximateClustering,2,0.7000000000000001,59.75733290346868,45.3333
sminilm,KiralyMSMApproximateClustering,2,0.7500000000000001,59.66470975963397,41.5375
st5,KiralyMSMApproximateClustering,96,0.8,59.5872128961312,42.4207
sminilm,KiralyMSMApproximateClustering,3,0.7000000000000001,59.57259390478541,45.3333
st5,KiralyMSMApproximateClustering,97,0.8,59.52733205758767,42.4207
st5,KiralyMSMApproximateClustering,95,0.8,59.520487174265625,42.4207
st5,KiralyMSMApproximateClustering,98,0.8,59.51619142106508,42.4207
sminilm,KiralyMSMApproximateClustering,4,0.7000000000000001,59.50726081744,45.386
sminilm,KiralyMSMApproximateClustering,5,0.7000000000000001,59.50726081744,45.386
st5,KiralyMSMApproximateClustering,79,0.8,59.500017569141164,42.4207
st5,KiralyMSMApproximateClustering,82,0.8,59.500017569141164,42.4207
st5,KiralyMSMApproximateClustering,85,0.8,59.500017569141164,42.4207
st5,KiralyMSMApproximateClustering,84,0.8,59.500017569141164,42.4207
st5,KiralyMSMApproximateClustering,80,0.8,59.500017569141164,42.4207
st5,KiralyMSMApproximateClustering,83,0.8,59.500017569141164,42.4207
st5,KiralyMSMApproximateClustering,81,0.8,59.500017569141164,42.4207
sminilm,KiralyMSMApproximateClustering,3,0.7500000000000001,59.47997076095068,41.5375
st5,KiralyMSMApproximateClustering,94,0.8,59.472309197081216,42.4207
sminilm,KiralyMSMApproximateClustering,6,0.7000000000000001,59.460589628682115,45.3596
st5,KiralyMSMApproximateClustering,74,0.8,59.45061762186337,42.4207
