lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6271283369121952,72.53272239356808,55.873
st5,KiralyMSMApproximateClustering,1,0.6000000000000001,72.52797397893983,55.5205
st5,KiralyMSMApproximateClustering,1,0.55,72.4243658344908,55.5205
st5,KiralyMSMApproximateClustering,1,0.5,72.24567982087842,55.3459
st5,KiralyMSMApproximateClustering,1,0.5306808415560758,72.24548680501404,55.3459
st5,KiralyMSMApproximateClustering,1,0.4504880803768714,72.20880241517348,55.3459
st5,KiralyMSMApproximateClustering,1,0.4504880803768714,72.20880241517348,55.3459
st5,KiralyMSMApproximateClustering,1,0.4504880803768714,72.20880241517348,55.3459
st5,KiralyMSMApproximateClustering,1,0.4658220583106572,72.20880241517348,55.3459
st5,KiralyMSMApproximateClustering,1,0.4504880803768714,72.20880241517348,55.3459
st5,KiralyMSMApproximateClustering,1,0.4504880803768714,72.20880241517348,55.3459
st5,KiralyMSMApproximateClustering,1,0.4504880803768714,72.20880241517348,55.3459
st5,KiralyMSMApproximateClustering,1,0.4658220583106572,72.20880241517348,55.3459
