lm,clustering,k,threshold,Predicted,True
sminilm,KiralyMSMApproximateClustering,1,0.7000000000000001,54.81689129028201,74.1636
sminilm,KiralyMSMApproximateClustering,98,0.7000000000000001,54.70681928014453,74.0866
sminilm,KiralyMSMApproximateClustering,99,0.7000000000000001,54.70153400607934,74.0866
sminilm,KiralyMSMApproximateClustering,97,0.7000000000000001,54.687442291381444,74.0866
sminilm,KiralyMSMApproximateClustering,96,0.7000000000000001,54.68488854400967,74.0866
sminilm,KiralyMSMApproximateClustering,100,0.7000000000000001,54.674649241933345,74.0866
sminilm,KiralyMSMApproximateClustering,93,0.7000000000000001,54.66337669993656,74.0866
sminilm,KiralyMSMApproximateClustering,95,0.7000000000000001,54.657165925174134,74.0866
sminilm,KiralyMSMApproximateClustering,90,0.7000000000000001,54.654165764983226,74.0866
sminilm,KiralyMSMApproximateClustering,77,0.7000000000000001,54.651587405947346,74.0866
sminilm,KiralyMSMApproximateClustering,94,0.7000000000000001,54.65123422093592,74.0866
sminilm,KiralyMSMApproximateClustering,92,0.7000000000000001,54.6503126045277,74.0866
sminilm,KiralyMSMApproximateClustering,88,0.7000000000000001,54.64916114664702,74.0866
sminilm,KiralyMSMApproximateClustering,91,0.7000000000000001,54.649066286495064,74.0866
sminilm,KiralyMSMApproximateClustering,75,0.7000000000000001,54.64401968292188,74.0866
sminilm,KiralyMSMApproximateClustering,89,0.7000000000000001,54.636280377777915,74.0866
sminilm,KiralyMSMApproximateClustering,87,0.7000000000000001,54.635052552162904,74.0866
sminilm,KiralyMSMApproximateClustering,78,0.7000000000000001,54.631906372298474,74.0866
sminilm,KiralyMSMApproximateClustering,76,0.7000000000000001,54.62744966400296,74.0866
sminilm,KiralyMSMApproximateClustering,74,0.7000000000000001,54.62628181274242,74.0866
