lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,35,0.3,55.20656709031329,98.1319
st5,KiralyMSMApproximateClustering,50,0.3,55.204179134847365,98.1761
st5,KiralyMSMApproximateClustering,36,0.3,55.202225466112225,98.1319
st5,KiralyMSMApproximateClustering,38,0.3,55.202225466112225,98.1319
st5,KiralyMSMApproximateClustering,37,0.3,55.202225466112225,98.1319
st5,KiralyMSMApproximateClustering,51,0.3,55.193806182090114,98.1761
st5,KiralyMSMApproximateClustering,44,0.3,55.19225698360193,98.154
st5,KiralyMSMApproximateClustering,45,0.3,55.19225698360193,98.154
st5,KiralyMSMApproximateClustering,49,0.3,55.1885035715054,98.1761
st5,KiralyMSMApproximateClustering,43,0.3,55.18777739688766,98.154
st5,KiralyMSMApproximateClustering,42,0.3,55.18777739688766,98.154
st5,KiralyMSMApproximateClustering,46,0.3,55.1876477158682,98.154
st5,KiralyMSMApproximateClustering,48,0.3,55.1876477158682,98.1761
st5,KiralyMSMApproximateClustering,47,0.3,55.1876477158682,98.1761
st5,KiralyMSMApproximateClustering,40,0.3,55.176675748169984,98.154
st5,KiralyMSMApproximateClustering,53,0.3,55.176230140250176,98.1761
st5,KiralyMSMApproximateClustering,52,0.3,55.176230140250176,98.1761
st5,KiralyMSMApproximateClustering,54,0.3,55.176230140250176,98.1761
st5,KiralyMSMApproximateClustering,55,0.3,55.176230140250176,98.1761
st5,KiralyMSMApproximateClustering,35,0.2,55.16997957736197,98.1319
