lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,100,0.1,77.53267709792183,78.4566
st5,KiralyMSMApproximateClustering,100,0.15,77.52543805427425,78.4566
st5,KiralyMSMApproximateClustering,100,0.05,77.52225433538617,78.4566
st5,KiralyMSMApproximateClustering,100,0.2,77.52195538722523,78.4566
st5,KiralyMSMApproximateClustering,100,0.3,77.52066226800595,78.4566
st5,KiralyMSMApproximateClustering,100,0.25,77.50742239533498,78.4566
st5,KiralyMSMApproximateClustering,99,0.1,77.49800391845311,78.4566
st5,KiralyMSMApproximateClustering,100,0.35,77.49363813892604,78.4566
st5,KiralyMSMApproximateClustering,99,0.15,77.4907648748055,78.4566
st5,KiralyMSMApproximateClustering,99,0.05,77.48758115591744,78.4566
st5,KiralyMSMApproximateClustering,99,0.2,77.48728220775651,78.4566
st5,KiralyMSMApproximateClustering,99,0.3,77.48598908853722,78.4566
st5,KiralyMSMApproximateClustering,98,0.1,77.4855271157732,78.4566
st5,KiralyMSMApproximateClustering,50,0.1,77.48481828230896,78.4566
st5,KiralyMSMApproximateClustering,49,0.1,77.4847309005348,78.4566
st5,KiralyMSMApproximateClustering,46,0.1,77.48253655854282,78.4566
st5,KiralyMSMApproximateClustering,51,0.1,77.4820783820779,78.4566
st5,KiralyMSMApproximateClustering,45,0.1,77.48196708907226,78.4566
st5,KiralyMSMApproximateClustering,55,0.1,77.47970626667264,78.4566
st5,KiralyMSMApproximateClustering,44,0.1,77.47966673716773,78.4566
