lm,clustering,k,threshold,Predicted,True
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
st5,UniqueMappingClustering,100,0.05,80.93496664711154,57.7127
