lm,clustering,k,threshold,Predicted,True
st5,KiralyMSMApproximateClustering,73,0.4,51.130656591510025,94.3485
st5,KiralyMSMApproximateClustering,85,0.4,51.12828889032345,94.3485
st5,KiralyMSMApproximateClustering,72,0.4,51.128246970666744,94.3485
st5,KiralyMSMApproximateClustering,71,0.4,51.123703281311826,94.3485
st5,KiralyMSMApproximateClustering,66,0.4,51.12221698134249,94.3485
st5,KiralyMSMApproximateClustering,65,0.4,51.12188506354081,94.3485
st5,KiralyMSMApproximateClustering,100,0.4,51.12140947253395,94.3686
st5,KiralyMSMApproximateClustering,90,0.4,51.12101447085895,94.3485
st5,KiralyMSMApproximateClustering,95,0.25,51.12010520332746,94.3686
st5,KiralyMSMApproximateClustering,70,0.4,51.11997325237251,94.3485
st5,KiralyMSMApproximateClustering,68,0.4,51.1199398630566,94.3485
st5,KiralyMSMApproximateClustering,69,0.4,51.1199398630566,94.3485
st5,KiralyMSMApproximateClustering,67,0.4,51.11943141574011,94.3485
st5,KiralyMSMApproximateClustering,94,0.25,51.118652083614194,94.3686
st5,KiralyMSMApproximateClustering,93,0.25,51.11617273167494,94.3686
st5,KiralyMSMApproximateClustering,95,0.2,51.11289476664046,94.3686
st5,KiralyMSMApproximateClustering,80,0.4,51.11257696529804,94.3485
st5,KiralyMSMApproximateClustering,95,0.15,51.11240776681438,94.3686
st5,KiralyMSMApproximateClustering,96,0.4,51.111742264650545,94.3686
st5,KiralyMSMApproximateClustering,94,0.2,51.1114416469272,94.3686
