Feature,Importance,Std,Rank
k,0.002629839518315702,7.107926002124031e-05,0
threshold,0.01270551443187191,0.0005163017449582581,1
InputEntityProfiles,0.0,0.0,2
NumberOfAttributes,0.0,0.0,3
NumberOfDistinctValues,0.0,0.0,4
NumberOfNameValuePairs,0.0,0.0,5
AverageNVPairsPerEntity,0.0,0.0,6
AverageDistinctValuesPerEntity,0.0,0.0,7
AverageNVpairsPerAttribute,0.0,0.0,8
AverageDistinctValuesPerAttribute,0.0,0.0,9
NumberOfMissingNVpairs,0.0,0.0,10
AverageValueLength,0.0,0.0,11
AverageValueTokens,0.0,0.0,12
MaxValuesPerEntity,0.0,0.0,13
clustering_ConnectedComponentsClustering,0.12065218977722462,0.0018044109587981563,14
clustering_KiralyMSMApproximateClustering,0.00601429514502545,0.00011510400072914836,15
clustering_UniqueMappingClustering,-8.508580908879182e-05,1.3830420942959053e-05,16
lm_fasttext,0.0023881618404622885,5.5045586324061214e-05,17
lm_sdistilroberta,-0.0004274122983651374,2.7840889031660146e-05,18
lm_sent_glove,0.00014109173290046683,2.6030709155660162e-05,19
lm_sminilm,0.003428907251129143,0.00011124464723555299,20
lm_smpnet,-0.0008529775390135441,6.421587489087828e-05,21
lm_st5,-0.010793333459977817,0.0005653668855301733,22
lm_word2vec,0.0004653532208457989,1.7797987995018615e-05,23
